loc,v(g),ev(g),iv(g),v,l,d,i,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,Label
13,2,1,2,110.36,0.11,9.17,12.04,56.2,10,0,1,0,11,6,17,10,3,0
6,1,1,1,65.73,0.19,5.25,12.52,19.17,3,0,0,0,7,4,13,6,1,0
11,2,1,1,81.41,0.12,8.33,9.77,37.69,9,0,0,0,10,3,17,5,3,0
9,1,1,1,134.89,0.13,7.86,17.17,58.88,5,0,2,0,10,7,22,11,1,0
19,3,1,1,204.37,0.06,16.5,12.39,187.34,12,0,0,3,11,6,32,18,5,0
6,1,1,1,19.65,0.33,3,6.55,3.28,3,0,0,0,6,1,6,1,1,0
70,15,1,4,842,0.05,21.1,39.9,987.18,58,0,5,5,24,29,96,51,24,0
25,4,1,3,258.51,0.08,12.25,21.1,175.94,19,0,4,0,14,12,34,21,7,0
15,1,1,1,153.73,0.17,5.91,26.02,50.47,10,0,3,0,10,11,22,13,1,0
46,13,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
9,2,1,1,80,0.17,5.83,13.71,25.93,7,0,0,0,10,6,13,7,3,0
59,8,6,8,1381.86,0.04,23.9,57.81,1834.99,42,8,7,0,20,41,135,98,15,0
23,6,3,2,259.6,0.09,11.5,22.57,165.85,20,0,1,0,14,14,31,23,11,0
24,2,1,1,330,0.05,19.25,17.14,352.91,14,4,2,0,14,8,52,22,3,0
13,3,3,2,178.62,0.11,9.33,19.14,92.62,9,0,2,0,14,12,22,16,5,0
23,4,3,2,282.49,0.07,14.93,18.92,234.28,16,0,3,2,19,14,34,22,7,0
20,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
24,4,3,3,600.77,0.09,10.91,55.07,364.11,23,0,1,0,16,33,62,45,7,0
32,2,1,2,300.83,0.08,12.83,23.44,214.48,19,4,5,0,14,12,42,22,3,0
33,5,1,2,253.82,0.09,11.5,22.07,162.17,21,4,5,1,13,13,32,23,9,0
18,1,1,1,229.35,0.11,9.5,24.14,121.04,12,0,2,0,9,9,36,19,1,0
68,8,4,7,691.89,0.04,25.78,26.84,990.86,53,2,8,1,16,18,78,58,14,0
31,7,6,2,275.1,0.05,20,13.75,305.66,22,2,3,0,15,9,36,24,13,0
167,27,1,21,2665.21,0.02,52.54,50.73,7779.52,109,29,27,0,18,37,245,216,53,0
13,3,1,3,125.02,0.13,8,15.63,55.56,8,0,1,2,8,7,18,14,5,0
20,5,1,1,185.84,0.16,6.11,30.41,63.09,18,0,0,0,11,9,33,10,6,0
34,4,3,1,641.02,0.04,27.23,23.54,969.84,23,2,7,0,19,15,83,43,7,0
15,3,3,1,220.08,0.06,16,13.75,195.63,12,3,0,0,16,8,32,16,5,0
15,6,1,1,187.65,0.25,4,46.91,41.7,13,0,0,0,6,12,29,16,11,0
21,6,6,2,249.12,0.05,18.89,13.19,261.43,17,0,2,0,17,9,33,20,11,0
6,1,1,1,33,0.5,2,16.5,3.67,3,0,1,0,4,4,7,4,1,0
10,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
70,4,4,2,927.48,0.05,20.56,45.12,1059.16,47,9,11,0,15,27,98,74,7,0
30,2,1,2,317.29,0.07,14.42,22,254.24,15,6,3,0,15,13,41,25,3,0
6,1,1,1,39.86,0.21,4.67,8.54,10.33,3,0,0,0,7,3,8,4,1,0
12,2,1,2,167.37,0.14,7.09,23.6,65.93,9,0,1,0,12,11,24,13,3,0
13,4,3,3,122.98,0.15,6.6,18.63,45.09,12,0,1,0,11,10,16,12,7,0
58,10,6,3,1536.18,0.03,30.73,49.99,2622.75,47,1,10,0,21,41,138,120,19,0
53,5,1,5,1231.5,0.04,23.14,53.22,1583.09,40,6,7,0,17,36,117,98,9,0
21,3,1,3,376.04,0.06,17,22.12,355.14,12,2,1,2,13,13,46,34,5,0
22,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
20,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
21,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
22,5,1,4,285.25,0.08,12.27,23.24,194.49,15,0,5,0,9,11,36,30,9,0
28,9,9,1,384.59,0.04,22.41,17.16,478.79,23,1,1,0,17,11,51,29,17,0
31,10,1,2,599.09,0.05,19.98,29.99,664.82,22,3,3,1,17,20,68,47,19,0
33,6,1,3,535.29,0.06,16,33.46,475.81,26,0,4,0,16,22,58,44,11,0
11,4,1,1,89.62,0.28,3.57,25.09,17.78,9,0,0,0,5,7,15,10,7,0
20,5,1,1,148.46,0.1,10,14.85,82.48,18,0,0,0,10,5,28,10,6,0
14,3,3,1,110.36,0.08,12,9.2,73.57,10,0,2,0,12,5,17,10,5,0
10,1,1,1,136.74,0.15,6.86,19.94,52.09,5,0,2,1,8,7,23,12,1,0
23,20,20,7,996.1,0.01,87.5,11.38,4842.15,17,4,2,0,21,9,128,75,39,0
19,4,1,1,107.31,0.32,3.12,34.34,18.63,17,0,0,0,5,8,19,10,7,0
56,12,3,2,470.65,0.05,21.25,22.15,555.63,48,0,2,0,17,14,60,35,18,0
45,9,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
59,82,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0
92,17,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
17,2,1,1,185.84,0.13,7.5,24.78,77.43,13,0,1,0,10,10,28,15,3,0
30,8,1,1,294.41,0.14,7,42.06,114.49,28,0,0,0,14,16,44,16,9,0
19,5,1,5,235.23,0.11,9.17,25.66,119.79,17,0,0,0,11,12,32,20,6,0
11,1,1,1,105.49,0.13,8,13.19,46.88,6,0,3,0,10,5,19,8,1,0
28,1,1,1,293.44,0.08,13,22.57,211.93,20,0,6,0,13,11,42,22,1,0
31,4,1,2,615,0.03,29.57,20.8,1010.36,25,0,4,0,18,14,77,46,7,0
44,11,10,5,988.54,0.04,24.24,40.78,1331.31,35,0,7,0,19,29,103,74,21,0
11,1,1,1,80,0.15,6.6,12.12,29.33,4,0,4,1,11,5,14,6,1,0
4,1,1,1,44.97,0.23,4.38,10.28,10.93,2,0,0,0,7,4,8,5,1,0
9,1,1,1,74.01,0.18,5.6,13.22,23.02,5,0,2,0,8,5,13,7,1,0
6,1,1,1,89.62,0.13,8,11.2,39.83,4,0,0,0,8,4,17,8,1,0
1,1,1,1,8,0.67,1.5,5.33,0.67,0,0,0,0,3,1,3,1,1,0
1,1,1,1,19.65,0.4,2.5,7.86,2.73,0,0,0,0,5,2,5,2,1,0
9,4,3,1,120.93,0.08,13,9.3,87.34,6,0,1,0,13,5,19,10,7,0
11,1,1,1,118.03,0.33,3,39.34,19.67,6,0,3,0,4,10,16,15,1,0
14,2,1,2,159.91,0.29,3.43,46.64,30.46,10,0,2,0,6,14,21,16,3,0
13,2,1,2,131.77,0.21,4.88,27.03,35.69,9,0,1,0,9,12,17,13,3,0
126,17,1,13,3499.18,0.02,50.74,68.97,9862.89,118,0,6,0,30,68,299,230,28,0
24,1,1,1,417.79,0.16,6.36,65.65,147.7,17,0,5,0,7,22,46,40,1,0
139,17,5,11,3179.93,0.01,71.67,44.37,12660.83,124,0,13,0,32,48,288,215,25,0
11,3,3,2,125.34,0.12,8.25,15.19,57.45,9,0,0,0,12,8,18,11,5,0
12,3,3,2,131.77,0.11,8.94,14.74,65.43,10,0,0,0,13,8,19,11,5,0
30,1,1,1,428.77,0.16,6.08,70.52,144.83,19,4,5,0,8,25,47,38,1,0
29,1,1,1,405,0.16,6.17,65.68,138.75,18,4,5,0,8,24,44,37,1,0
11,2,1,2,34.87,0.25,4,8.72,7.75,4,2,1,0,6,3,7,4,3,0
7,1,1,1,11.61,0.67,1.5,7.74,0.97,2,1,0,0,3,2,3,2,1,0
17,1,1,1,247.59,0.17,5.75,43.06,79.09,11,1,3,0,8,16,31,23,1,0
77,9,1,9,938.27,0.06,17.55,53.47,914.73,59,8,7,0,17,31,104,64,17,0
14,2,1,2,191.76,0.13,8,23.97,85.22,9,0,2,0,11,11,27,16,3,0
14,2,1,2,213.62,0.1,10.18,20.98,120.83,9,0,2,0,14,11,30,16,3,0
14,2,1,2,185.47,0.12,8.18,22.67,84.3,9,0,2,0,12,11,26,15,3,0
13,2,1,2,178.38,0.13,7.5,23.78,74.32,8,0,2,0,11,11,25,15,3,0
16,2,1,2,215.49,0.13,7.62,28.3,91.17,10,0,3,0,11,13,29,18,3,0
15,2,1,2,189.99,0.14,7.33,25.91,77.4,9,0,3,0,11,12,26,16,3,0
13,2,1,2,165,0.14,7,23.57,64.17,8,0,2,0,11,11,23,14,3,0
17,2,1,2,190.4,0.16,6.29,30.29,66.49,10,1,3,0,11,14,25,16,3,0
38,3,1,3,447.7,0.09,11.76,38.06,292.54,23,3,8,1,13,21,50,38,5,0
45,8,8,3,702.96,0.03,29.12,24.14,1137.14,35,2,5,0,22,17,88,45,15,0
19,2,1,2,278.83,0.08,13.33,20.91,206.54,13,0,3,0,16,12,38,20,3,0
71,12,12,7,1719.91,0.03,31.24,55.06,2984.77,65,0,3,0,21,40,171,119,23,0
27,4,1,4,382.57,0.09,11.2,34.16,238.05,22,0,2,0,16,20,46,28,7,0
39,4,1,4,475.63,0.09,11.45,41.52,302.68,34,0,2,0,14,22,56,36,7,0
19,2,1,2,155.89,0.12,8.4,18.56,72.75,14,0,2,0,14,10,22,12,3,0
40,4,1,4,549.68,0.11,9.11,60.33,278.23,26,6,5,0,12,27,63,41,7,0
11,2,1,2,138.3,0.17,6,23.05,46.1,7,0,2,0,10,10,20,12,3,0
21,3,1,3,255.16,0.1,10.29,24.81,145.8,15,0,3,0,16,14,34,18,5,0
19,3,1,3,233.18,0.08,12.31,18.95,159.44,12,0,4,0,16,13,28,20,5,0
34,4,1,4,314.04,0.1,10.06,31.21,175.56,25,2,4,0,14,16,41,23,7,0
14,2,1,2,178.38,0.13,7.5,23.78,74.32,8,0,3,0,11,11,25,15,3,0
59,6,1,6,851.92,0.05,18.37,46.37,869.45,49,2,5,0,16,27,95,62,11,0
64,7,1,7,756.09,0.08,12.04,62.79,505.81,45,5,11,0,17,36,81,51,13,0
46,5,1,5,571.59,0.08,12.62,45.31,400.6,34,2,7,0,16,26,65,41,9,0
22,3,1,3,216.22,0.11,9,24.02,108.11,13,2,4,0,13,13,28,18,5,0
16,2,1,2,241.48,0.13,7.86,30.73,105.41,11,0,2,0,11,14,32,20,3,0
21,3,1,3,174.23,0.08,12.5,13.94,120.99,15,0,3,0,15,9,23,15,5,0
53,7,6,6,479.27,0.07,14.03,34.17,373.43,39,6,4,1,17,20,59,33,13,0
23,2,1,2,195.04,0.1,9.55,20.43,103.43,16,1,3,0,14,11,27,15,3,0
17,3,1,2,94.01,0.2,5,18.8,26.11,11,0,3,0,10,7,16,7,5,0
20,3,1,3,118.94,0.15,6.86,17.35,45.31,14,0,3,0,12,7,20,8,5,0
33,5,1,4,824.82,0.04,27.44,30.05,1257.6,30,0,3,0,26,27,87,57,9,0
61,7,1,7,865.91,0.05,20.13,43.03,968.13,52,0,7,0,14,24,96,69,8,0
17,2,1,2,143.06,0.3,3.33,42.92,26.49,15,0,0,0,5,12,19,16,3,0
5,2,1,2,55.35,0.24,4.2,13.18,12.92,3,0,0,0,6,5,9,7,3,0
19,2,1,2,123.19,0.13,7.56,16.29,51.76,13,0,3,0,11,8,18,11,3,0
14,2,1,2,165,0.14,7,23.57,64.17,8,0,3,0,11,11,23,14,3,0
13,2,1,2,171.9,0.13,7.64,22.51,72.93,8,0,2,0,12,11,24,14,3,0
17,2,1,2,204.33,0.15,6.68,30.59,75.81,10,1,3,0,11,14,27,17,3,0
49,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
14,2,1,2,178.81,0.12,8.27,21.61,82.18,9,0,2,0,13,11,25,14,3,0
21,3,1,2,299.32,0.06,15.43,19.4,256.56,16,0,5,0,16,14,34,27,5,0
19,1,1,1,121.84,0.24,4.17,29.24,28.2,6,6,5,0,5,9,17,15,1,0
23,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
15,2,1,2,114.45,0.18,5.63,20.35,35.77,11,2,0,0,9,8,18,10,3,0
33,5,1,5,338.58,0.11,9.26,36.55,174.24,20,5,6,0,11,19,37,32,9,0
10,4,1,2,72.34,0.22,4.5,16.07,18.08,8,0,0,0,9,5,14,5,7,0
46,6,1,4,601.38,0.05,20.45,29.41,683.14,36,4,3,0,21,19,76,37,10,0
16,2,1,2,137.61,0.12,8.64,15.92,66.07,10,0,3,0,11,7,22,11,3,0
53,6,1,6,824,0.06,18.08,45.57,827.69,43,0,6,0,19,31,87,59,11,0
52,5,1,5,864.92,0.05,19.69,43.93,946,42,0,6,1,21,32,91,60,9,0
43,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
35,4,1,3,361.89,0.07,13.97,25.9,280.88,28,0,4,0,19,17,45,25,7,0
51,8,1,6,717.45,0.07,14.32,50.09,570.94,47,0,4,0,20,37,70,53,15,0
45,5,4,3,573.04,0.05,19.55,29.31,622.38,30,5,7,0,17,20,64,46,9,0
45,4,1,4,638.63,0.04,27.5,23.22,975.69,33,2,7,0,22,18,75,45,7,0
44,3,1,3,451.43,0.06,17,26.55,426.35,35,1,5,0,15,15,58,34,5,0
84,8,7,5,1330.69,0.03,31.13,42.75,2300.98,65,5,11,0,21,28,156,83,15,0
32,4,1,4,306.05,0.06,17,18,289.05,24,1,4,0,17,12,39,24,7,0
49,6,1,6,484.48,0.07,14.45,33.53,388.93,37,3,6,0,17,20,59,34,11,0
23,2,1,2,195.04,0.11,9.21,21.18,99.78,17,0,3,0,13,12,25,17,3,0
23,3,1,3,195.04,0.08,12,16.25,130.03,18,0,2,0,15,10,26,16,5,0
20,2,1,2,195.04,0.07,14.88,13.11,161.18,15,0,2,0,17,8,28,14,3,0
22,3,1,3,174.23,0.09,11.67,14.93,112.93,17,0,2,0,15,9,24,14,5,0
16,2,1,2,158.12,0.12,8.25,19.17,72.47,9,0,4,0,11,10,21,15,3,0
39,5,1,4,571.59,0.04,22.39,25.52,711.14,31,2,3,0,23,19,69,37,9,0
25,3,1,3,301.19,0.07,14.88,20.25,248.9,20,0,2,0,17,12,41,21,5,0
32,4,1,4,297.25,0.1,10.31,28.82,170.3,21,3,5,0,15,16,38,22,7,0
32,4,1,3,386.65,0.07,15.19,25.46,326.23,24,0,5,0,18,16,49,27,7,0
57,6,5,5,695.97,0.05,20.58,33.82,795.72,33,13,7,1,21,25,77,49,11,0
37,5,5,4,553.48,0.06,15.95,34.69,490.59,30,0,4,0,18,22,65,39,9,0
46,5,1,5,590.73,0.07,14.33,41.21,470.4,38,0,5,0,16,24,68,43,9,0
52,6,1,6,667.43,0.07,14.71,45.37,545.5,42,0,6,1,17,26,78,45,11,0
30,3,1,3,330,0.09,11,30,201.67,24,0,3,0,16,16,44,22,5,0
15,2,1,2,191.76,0.13,8,23.97,85.22,9,0,3,0,11,11,27,16,3,0
42,4,1,4,670.01,0.06,17.54,38.2,652.83,34,0,4,0,19,26,74,48,7,0
46,5,1,5,795.78,0.06,17.77,44.77,785.8,37,1,5,0,19,31,83,58,9,0
41,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
32,4,1,3,328.27,0.07,13.66,24.04,249.06,26,0,3,0,19,16,41,23,7,0
53,8,1,7,743.96,0.07,14.47,51.4,598.22,48,0,5,0,20,38,72,55,15,0
32,3,1,3,695.67,0.03,39.38,17.67,1521.78,29,0,1,0,14,8,111,45,5,0
50,3,1,3,619.27,0.04,22.5,27.52,774.09,41,2,4,0,15,16,77,48,5,0
21,2,1,2,197.15,0.1,10.5,18.78,115.01,15,0,3,0,14,10,28,15,3,0
32,4,1,4,301.19,0.07,13.54,22.25,226.54,24,1,4,0,16,13,40,22,7,0
15,2,1,2,199.04,0.11,8.73,22.81,96.5,9,0,3,0,12,11,28,16,3,0
33,3,1,3,390.71,0.1,10.23,38.2,221.99,22,1,5,0,15,22,45,30,5,0
13,2,1,1,68.11,0.18,5.6,12.16,21.19,7,0,2,0,7,5,11,8,3,0
82,7,1,7,1656,0.04,27.5,60.22,2530,61,9,10,0,22,42,171,105,11,0
17,2,1,2,247.25,0.09,11.25,21.98,154.53,12,0,2,0,15,12,34,18,3,0
29,3,1,2,278.83,0.05,18.9,14.75,292.77,22,1,3,0,18,10,37,21,5,0
31,3,1,2,413.64,0.06,18,22.98,413.64,23,0,5,0,18,15,52,30,5,0
22,2,1,2,222.91,0.16,6.33,35.2,78.43,13,3,4,0,10,15,29,19,3,0
40,2,1,2,513.53,0.07,15.2,33.78,433.65,26,6,6,0,12,15,70,38,3,0
14,2,1,2,189.99,0.14,7.33,25.91,77.4,9,0,2,0,11,12,26,16,3,0
24,7,6,6,275.78,0.08,13.09,21.07,200.57,16,2,3,0,16,11,40,18,13,0
5,2,1,1,83.76,0.16,6.3,13.3,29.32,3,0,0,0,9,5,15,7,3,0
5,2,1,1,68.11,0.13,7.5,9.08,28.38,3,0,0,0,9,3,14,5,3,0
38,3,1,2,537.67,0.07,15.2,35.37,454.03,24,3,7,0,16,20,66,38,5,0
17,2,1,2,211.52,0.14,7.29,29.03,85.62,10,1,3,0,12,14,28,17,3,0
38,2,1,2,387.97,0.09,11.42,33.96,246.21,22,4,9,0,9,13,54,33,3,0
20,2,1,2,108,0.22,4.5,24,27,13,2,3,0,8,8,18,9,3,0
25,2,1,2,206.82,0.1,10.23,20.22,117.51,17,2,3,0,15,11,29,15,3,0
92,10,8,7,1665.03,0.03,29.82,55.84,2758.35,64,14,11,1,19,36,175,113,19,0
57,9,3,6,1055.37,0.03,33.91,31.12,1988.38,42,3,10,0,24,23,125,65,17,0
20,4,1,3,298.78,0.05,18.78,15.91,311.69,15,0,3,0,13,9,41,26,7,0
35,6,1,3,423.73,0.06,15.83,26.76,372.72,22,5,6,0,15,18,46,38,11,0
19,6,6,6,248.8,0.05,18.75,13.27,259.16,14,1,2,0,15,8,35,20,11,0
13,4,4,4,174.17,0.1,9.63,18.1,93.13,10,0,1,0,11,8,27,14,7,0
17,2,1,1,162.52,0.2,4.92,33.01,44.45,13,0,2,0,8,13,21,16,3,0
16,5,5,1,203.13,0.05,18.67,10.88,210.65,12,0,2,0,14,6,31,16,9,0
12,3,3,1,138.3,0.15,6.5,21.28,49.94,9,0,1,0,10,10,19,13,5,0
27,7,7,7,301.85,0.06,17.25,17.5,289.27,19,3,3,0,15,10,42,23,13,0
11,2,1,1,93.77,0.17,6,15.63,31.26,9,0,0,0,9,6,16,8,3,0
4,1,1,1,33,0.4,2.5,13.2,4.58,2,0,0,0,4,4,6,5,1,0
5,1,1,1,56.47,0.38,2.67,21.18,8.37,3,0,0,0,4,6,9,8,1,0
4,1,1,1,49.83,0.43,2.33,21.36,6.46,2,0,0,0,4,6,8,7,1,0
5,1,1,1,58.81,0.44,2.29,25.73,7.47,3,0,0,0,4,7,9,8,1,0
31,6,3,4,645.69,0.07,13.81,46.75,495.48,26,1,1,1,17,32,63,52,11,0
7,1,1,1,81.41,0.32,3.12,26.05,14.13,5,0,0,0,5,8,12,10,1,0
35,6,5,3,553.48,0.06,16.26,34.04,500,26,2,3,0,17,23,60,44,11,0
42,4,1,4,567.06,0.06,16.87,33.62,531.36,32,0,5,0,24,31,56,45,5,0
53,7,1,7,853.68,0.04,22.65,37.69,1074.29,41,0,8,0,24,34,83,66,8,0
29,4,4,3,448.95,0.09,11.14,40.29,277.92,21,2,2,0,12,21,50,39,7,0
32,4,4,3,448.95,0.09,11.14,40.29,277.92,21,5,2,0,12,21,50,39,7,0
31,4,4,3,448.95,0.09,11.14,40.29,277.92,21,2,4,0,12,21,50,39,7,0
7,1,1,1,8,0.67,1.5,5.33,0.67,2,1,0,0,3,1,3,1,1,0
9,1,1,1,91.38,0.27,3.75,24.37,19.04,7,0,0,0,6,8,14,10,1,0
37,5,3,1,427.35,0.08,12.95,33,307.45,27,2,6,0,14,20,47,37,9,0
18,6,3,4,225.18,0.07,15,15.01,187.65,16,0,0,0,10,8,30,24,11,0
10,1,1,1,51.89,0.4,2.5,20.76,7.21,5,1,2,0,5,6,9,6,1,0
19,3,1,2,220.92,0.12,8.14,27.13,99.94,14,2,1,0,12,14,28,19,5,0
4,1,1,1,55.51,0.2,5,11.1,15.42,2,0,0,0,10,3,12,3,1,0
4,1,1,1,46.6,0.22,4.5,10.36,11.65,2,0,0,0,9,3,10,3,1,0
9,2,1,2,46.51,0.4,2.5,18.6,6.46,6,1,0,0,5,5,9,5,3,0
142,38,31,4,2766.85,0.02,63.61,43.5,9777.71,114,12,12,0,32,41,284,163,72,0
141,38,31,4,2766.85,0.02,63.61,43.5,9777.71,114,12,11,0,32,41,284,163,72,0
163,40,31,7,3061.48,0.02,64,47.84,10885.28,128,18,13,0,32,44,314,176,75,0
34,4,1,3,380.55,0.06,15.5,24.55,327.7,26,3,3,0,12,12,52,31,7,0
84,18,16,2,1499.13,0.02,43.19,34.71,3596.67,62,11,7,0,22,27,161,106,35,0
49,5,1,3,817.88,0.03,37.92,21.57,1722.84,37,5,5,0,14,12,109,65,9,0
65,8,8,5,1138.7,0.05,19.16,59.42,1212.24,42,10,11,0,21,40,119,73,15,0
149,35,11,10,3160.43,0.01,68.17,46.36,11969.39,130,1,16,0,26,41,306,215,69,0
43,17,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
10,1,1,1,229.25,0.2,5,45.85,63.68,8,0,0,0,8,16,30,20,1,0
39,17,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
60,25,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0
36,9,4,7,559.37,0.03,40,13.98,1243.03,23,1,10,0,16,8,82,40,17,0
54,10,3,8,1213.4,0.02,40.71,29.8,2744.59,33,1,18,0,19,21,138,90,19,0
15,4,1,2,293.25,0.06,16.67,17.59,271.53,10,0,3,0,16,12,36,25,7,0
22,5,1,4,398.51,0.05,19.66,20.27,435.18,16,0,4,0,17,16,42,37,9,0
17,3,1,2,171.3,0.09,11.33,15.11,107.86,8,3,3,1,12,9,22,17,5,0
85,24,6,16,2650.7,0.01,84,31.56,12369.95,62,4,14,3,26,26,297,168,47,0
23,9,8,5,590,0.05,21.62,27.29,708.58,15,4,2,0,15,17,69,49,17,0
17,3,1,3,252.01,0.08,12.92,19.5,180.93,10,2,3,0,14,13,29,24,5,0
32,3,1,2,508.75,0.1,10.52,48.35,297.38,26,1,3,0,11,23,56,44,5,0
41,2,1,2,781.94,0.08,13.24,59.06,575.19,31,1,7,0,11,27,84,65,3,0
109,16,9,5,2277.86,0.03,33.32,68.37,4216.22,91,3,13,0,21,52,203,165,31,0
50,4,3,3,761.04,0.07,13.5,56.37,570.78,43,0,5,0,12,28,80,63,7,0
66,10,5,3,1408.34,0.04,23.48,59.99,1836.97,59,0,5,0,20,46,125,108,19,0
53,3,1,2,916.51,0.08,12.69,72.25,645.92,44,1,6,0,12,35,91,74,5,0
29,8,8,3,574.69,0.05,20.63,27.86,658.5,19,6,2,0,15,16,72,44,15,0
18,5,5,1,182.84,0.11,9.5,19.25,96.5,16,0,2,0,11,11,22,19,9,0
17,4,4,3,841.2,0.04,27.91,30.14,1304.16,14,0,1,0,19,16,117,47,7,0
36,8,6,3,1942.6,0.02,48.68,39.9,5253.86,32,0,2,0,21,22,256,102,15,0
15,2,1,1,112.59,0.13,8,14.07,50.04,11,0,2,0,12,6,19,8,3,0
31,5,5,2,448.95,0.08,12.53,35.84,312.43,24,2,2,0,14,19,55,34,9,0
6,2,1,2,70.31,0.16,6.4,10.99,25,3,0,1,0,8,5,11,8,3,0
18,3,1,3,218.51,0.08,13,16.81,157.81,14,0,2,0,13,9,31,18,5,0
22,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
43,11,1,1,702.07,0.11,9.07,77.37,353.92,33,1,6,1,7,27,68,70,21,0
21,2,1,1,230.7,0.08,12.35,18.68,158.29,11,4,4,0,13,10,32,19,3,0
51,11,1,2,515.74,0.07,14.78,34.9,423.41,36,0,11,1,19,18,71,28,12,0
19,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
4,1,1,1,15.51,0.4,2.5,6.2,2.15,4,0,0,0,5,1,5,1,1,0
38,6,1,2,723.84,0.03,31.27,23.15,1257.34,36,0,2,0,14,15,82,67,11,0
66,8,1,8,1828.91,0.03,30.57,59.83,3105.76,53,0,11,0,14,30,204,131,15,0
25,6,4,1,312.13,0.05,19.5,16.01,338.14,19,0,4,0,13,10,39,30,11,0
18,2,1,2,125.1,0.23,4.4,28.43,30.58,13,1,1,1,8,10,19,11,3,0
11,2,1,1,129.66,0.17,5.73,22.64,41.25,8,0,1,0,9,11,16,14,3,0
4,1,1,1,30,0.3,3.33,9,5.56,2,0,0,0,5,3,6,4,1,0
12,2,1,2,220.92,0.12,8.14,27.13,99.94,8,0,2,0,12,14,28,19,3,0
41,7,1,2,410,0.08,12.83,31.95,292.31,32,2,5,0,14,18,49,33,13,0
35,2,1,2,514.29,0.16,6.27,82.07,179.05,18,5,9,1,8,30,51,47,3,0
20,1,1,1,283.28,0.11,9.43,30.04,148.38,15,0,3,0,11,14,37,24,1,0
22,3,1,3,275.78,0.1,10,27.58,153.21,14,3,2,0,12,15,33,25,5,0
55,1,1,1,1450.47,0.12,8.14,178.2,655.9,40,3,10,0,7,43,157,100,1,0
17,1,1,1,268,0.08,13,20.62,193.56,11,1,3,0,8,8,41,26,1,0
148,16,16,16,4082.48,0.02,64.59,63.2,14651.07,122,8,16,0,21,46,390,283,29,0
18,2,1,2,363.11,0.07,14.44,25.15,291.24,17,0,1,0,14,16,41,33,3,0
68,9,1,9,1306.65,0.06,18,72.59,1306.65,54,1,11,0,14,42,117,108,17,0
107,1,1,1,1828.1,0.04,24.7,74.03,2508.12,91,2,12,0,8,23,227,142,1,0
49,15,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
24,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
20,4,1,1,362.22,0.09,11.67,31.05,234.77,14,0,4,0,10,15,43,35,7,0
13,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
15,3,1,2,183.4,0.09,10.64,17.24,108.37,14,0,1,0,13,11,22,18,5,0
11,2,1,1,125.64,0.11,9.33,13.46,65.15,8,0,1,0,8,6,19,14,3,0
24,2,1,1,216.64,0.1,9.78,22.16,117.68,17,2,3,0,8,9,31,22,3,0
8,1,1,1,138.97,0.3,3.33,41.69,25.74,5,1,0,0,5,12,18,16,1,0
4,1,1,1,50.19,0.22,4.5,11.15,12.55,2,0,0,0,9,3,11,3,1,0
31,1,1,1,471.22,0.17,6,78.54,157.07,20,1,8,0,6,23,51,46,1,0
8,3,3,2,80,0.17,5.83,13.71,25.93,6,0,0,0,10,6,13,7,5,0
17,2,1,1,337.11,0.08,13.09,25.75,245.17,13,0,2,0,9,11,46,32,3,0
14,1,1,1,171.67,0.1,10,17.17,95.37,8,0,3,0,10,7,28,14,1,0
16,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
7,1,1,1,63,0.25,4,15.75,14,5,0,0,0,4,4,13,8,1,0
17,2,1,2,317.07,0.1,10.29,30.8,181.33,10,1,4,0,14,17,39,25,3,0
17,2,1,2,318.95,0.1,9.94,32.08,176.15,11,1,3,0,13,17,39,26,3,0
12,4,3,2,110.45,0.13,7.71,14.32,47.33,9,0,0,0,12,7,17,9,7,0
13,2,1,2,69.19,0.21,4.8,14.41,18.45,10,0,1,0,6,5,12,8,3,0
147,13,5,12,3666.24,0.03,37.83,96.91,7705.9,104,5,36,0,23,69,335,227,25,0
